name,type,start_time,duration,miso,mosi
Flipper-W5500,result,1.774670833,0.000003833,0x03,0x00
Flipper-W5500,result,1.7746775,0.000003833,0xfa,0x00
Flipper-W5500,disable,1.774682583,0.000000083,,
Flipper-W5500,enable,1.795660917,0.000000083,,
Flipper-W5500,result,1.795662583,0.000003833,0x01,0x00
Flipper-W5500,result,1.795666583,0.000003833,0x02,0x2E
Flipper-W5500,result,1.795670583,0.000003833,0x03,0x00
Flipper-W5500,result,1.79567725,0.000003833,0xfa,0x00
Flipper-W5500,disable,1.795682333,0.000000083,,
Flipper-W5500,enable,1.816662083,0.000000083,,
Flipper-W5500,result,1.81666375,0.000003833,0x01,0x00
Flipper-W5500,result,1.81666775,0.000003833,0x02,0x2E
Flipper-W5500,result,1.81667175,0.000003833,0x03,0x00
Flipper-W5500,result,1.816678417,0.000003833,0xfa,0x00
Flipper-W5500,disable,1.8166835,0.000000083,,
Flipper-W5500,enable,1.837663167,0.000000083,,
Flipper-W5500,result,1.837664833,0.000003833,0x01,0x00
