name,type,start_time,duration,miso,mosi
Flipper-W5500,result,1.443354833,0.000003833,0xfa,0x00
Flipper-W5500,disable,1.443359917,0.000000083,,
Flipper-W5500,enable,1.464339583,0.000000083,,
Flipper-W5500,result,1.46434125,0.000003833,0x01,0x00
Flipper-W5500,result,1.46434525,0.000003833,0x02,0x2E
Flipper-W5500,result,1.46434925,0.000003833,0x03,0x00
Flipper-W5500,result,1.464355917,0.000003833,0xfa,0x00
Flipper-W5500,disable,1.464361,0.000000083,,
Flipper-W5500,enable,1.48534075,0.000000083,,
Flipper-W5500,result,1.485342333,0.000003833,0x01,0x00
Flipper-W5500,result,1.485346333,0.000003833,0x02,0x2E
Flipper-W5500,result,1.485350333,0.000003833,0x03,0x00
Flipper-W5500,result,1.485357,0.000003833,0xfa,0x00
Flipper-W5500,disable,1.485362083,0.000000083,,
Flipper-W5500,enable,1.506341833,0.000000083,,
Flipper-W5500,result,1.5063435,0.000003833,0x01,0x00
Flipper-W5500,result,1.5063475,0.000003833,0x02,0x2E
Flipper-W5500,result,1.5063515,0.000003833,0x03,0x00
Flipper-W5500,result,1.506358167,0.000003833,0xfa,0x00
Flipper-W5500,disable,1.50636325,0.000000083,,
Flipper-W5500,enable,1.527342917,0.000000083,,
Flipper-W5500,result,1.527344583,0.000003833,0x01,0x00
Flipper-W5500,result,1.527348583,0.000003833,0x02,0x2E
Flipper-W5500,result,1.527352583,0.000003833,0x03,0x00
Flipper-W5500,result,1.52735925,0.000003833,0xfa,0x00
Flipper-W5500,disable,1.527364333,0.000000083,,
Flipper-W5500,enable,1.548344,0.000000083,,
Flipper-W5500,result,1.548345667,0.000003833,0x01,0x00
Flipper-W5500,result,1.548349667,0.000003833,0x02,0x2E
Flipper-W5500,result,1.548353667,0.000003833,0x03,0x00
Flipper-W5500,result,1.548360333,0.000003833,0xfa,0x00
Flipper-W5500,disable,1.548365417,0.000000083,,
Flipper-W5500,enable,1.569345167,0.000000083,,
Flipper-W5500,result,1.56934675,0.000003833,0x01,0x00
